Time	Fp1	Fp2	F3	F4	C3	C4	P3	P4	O1	O2	F7	F8	T3	T4	T5	T6	FZ	CZ	PZ	FC1	FC2	CP1	CP2	FC5	FC6	CP5	CP6	FT9	FT10	P9	P10	POZ
28378.9062	1.0974	0.6644	0.5481	0.9935	0.0632	0.4998	0.0049	-0.4666	-0.5475	-1.1587	0.4806	0.7040	-0.2448	-0.3963	-0.2663	-1.2472	0.6938	0.1296	-0.4063	0.3747	0.7183	-0.1748	0.0304	0.4242	0.7785	0.0410	0.1957	-0.2237	0.1702	-0.7214	-2.0610	-0.6977
28382.8125	0.9118	0.7945	0.9886	1.8213	0.4276	0.6487	0.0820	-0.6845	-0.8828	-1.6419	0.2537	0.9337	-0.1783	-1.0024	-0.4545	-2.1131	1.4673	0.6648	-0.2943	1.0181	1.4461	0.1633	0.1278	0.6084	0.7765	0.1058	-0.1805	-0.5001	-0.2889	-1.0384	-3.1782	-0.8024
28386.7188	1.7584	1.6908	1.5631	2.0511	0.6062	0.2834	-0.1017	-0.8150	-1.1905	-1.8414	0.7286	0.9549	-0.2671	-1.5824	-0.7904	-2.6801	2.0943	0.7499	-0.1549	1.4358	1.4233	0.2826	0.0804	0.7318	0.7982	-0.0499	-0.7964	-0.1918	-1.0442	-1.3229	-3.6656	-0.7388
28390.6250	1.8222	1.7287	1.1614	1.7586	0.1240	0.5325	-0.5079	-1.0005	-1.3448	-2.0067	0.6089	1.8325	-0.5594	-0.1751	-0.8845	-2.1190	1.5588	0.3393	-0.8497	0.9133	1.0954	-0.3620	-0.1853	0.5467	1.8098	-0.3476	-0.0825	-0.3716	0.7152	-1.3726	-2.9881	-1.3901
28394.5312	2.9486	2.6432	1.2167	2.3211	-0.2234	0.8676	-1.5319	-1.1210	-2.0019	-2.4493	1.1207	2.5133	-1.0985	0.2583	-1.8603	-2.0664	1.7368	0.3218	-1.1391	0.8821	1.4790	-0.7166	-0.2332	0.2291	2.1301	-1.2466	0.0851	0.0970	1.5949	-2.0776	-2.8135	-1.8663
28398.4375	1.2550	0.9979	0.6447	1.5498	0.0884	1.1266	-0.7159	-0.6564	-1.3793	-2.1389	0.2913	1.9231	-0.6959	0.4219	-1.2124	-1.9884	0.9917	0.6845	-0.5872	0.7214	1.2559	-0.1369	0.2368	0.2217	2.0433	-0.6322	0.5943	-0.3988	1.6851	-1.6885	-3.1976	-1.3049
28402.3438	3.1279	2.3417	0.5432	1.6437	-0.4520	0.7428	-1.3104	-1.3706	-1.6386	-2.2500	1.1058	2.6553	-0.4994	1.0407	-1.2760	-1.7580	0.7868	-0.1121	-1.4989	0.2201	0.9228	-0.9508	-0.6929	-0.0344	2.1692	-1.0246	0.3132	0.2880	2.7757	-1.5070	-2.3532	-1.9480
28406.2500	3.1921	2.7587	0.0752	1.7286	-1.0894	0.8060	-2.2129	-1.5124	-1.7826	-2.1568	1.0708	3.4677	-0.8924	2.2583	-1.8127	-0.7056	0.3915	-0.6086	-1.9383	-0.3305	0.8229	-1.5830	-1.0303	-0.5411	2.2822	-1.8037	0.5668	0.6498	4.2862	-1.5579	-0.4486	-2.3499
28410.1562	1.4347	1.4077	-0.3005	1.2767	-0.8842	0.7012	-1.3921	-1.1803	-0.9187	-1.5183	0.3252	2.5550	-0.5359	1.9308	-1.0136	-0.1471	0.0182	-0.5101	-1.4405	-0.4454	0.7271	-1.1893	-0.7853	-0.4552	1.3846	-1.1419	0.5486	0.2837	3.4790	-0.8128	0.3278	-1.7289
28414.0625	-1.4234	0.0961	-0.3931	1.0681	-0.4303	0.8937	-1.0490	-0.7277	-1.1745	-1.2836	-1.5065	3.3677	-0.4990	2.8300	-0.9482	-0.2559	0.0840	0.1054	-1.1157	-0.0489	0.5907	-0.6631	-0.4039	-0.4004	2.6163	-0.8653	0.9992	-1.0671	4.2556	-0.8795	-0.2703	-1.5014
28417.9688	-0.4073	0.4374	-0.5099	1.1387	-0.7100	0.9840	-1.2943	-0.7032	-1.0117	-1.2760	-0.7627	2.9004	-0.6611	2.5003	-1.1047	0.0682	-0.1109	-0.1615	-1.1161	-0.3435	0.7076	-0.8763	-0.3927	-0.5113	1.9346	-1.1046	1.0337	-0.4431	3.9759	-0.9237	0.2313	-1.4873
28421.8750	-0.8326	0.0734	-0.7848	0.8663	-0.9845	1.1321	-1.2982	-0.3493	-0.5864	-1.1333	-0.6884	2.6030	-1.0806	2.6398	-1.1680	0.7542	-0.4990	-0.4679	-0.8354	-0.7359	0.5261	-0.9997	-0.0618	-0.5396	1.6539	-1.1925	1.4455	-0.2850	3.9149	-0.9268	1.1035	-1.2629
28425.7812	1.2603	2.3394	-0.3994	2.1706	-1.4492	1.1629	-2.2680	-1.2858	-2.1078	-2.3387	-0.1723	5.6036	-1.0636	3.7550	-2.0852	-0.5288	-0.0390	-1.3275	-1.9632	-0.9143	0.5140	-1.8895	-1.0471	-0.6030	3.6214	-1.9061	1.5553	-0.0969	6.5526	-1.9357	-0.7294	-2.3846
28429.6875	-0.3605	1.2403	-0.5939	1.4129	-1.0320	0.6205	-0.9117	-1.5046	-1.1865	-2.1007	-1.0123	5.2683	-0.2097	3.6879	-0.7376	-0.7982	-0.3565	-1.3791	-1.7535	-0.9322	-0.0845	-1.4939	-1.2163	-0.2669	3.5243	-0.7249	1.2131	-0.6997	6.1688	-0.9383	-0.8616	-1.9810
28433.5938	0.5611	1.9690	0.0342	2.2664	-0.9875	1.1898	-2.0149	-1.3523	-1.8647	-2.7428	-0.3868	4.9400	-1.3381	3.1130	-2.1215	-0.9729	0.6558	-0.4849	-1.5395	-0.1458	1.0254	-1.3605	-0.5687	-0.3731	3.3943	-1.7543	1.0792	-0.3359	5.3847	-2.0365	-0.8993	-2.3329
28437.5000	0.4264	2.4370	0.4096	3.1909	-1.1155	1.6897	-2.5038	-1.7045	-2.7230	-3.5560	-0.7887	6.4677	-1.8990	3.8875	-2.6847	-1.4417	1.3215	-0.3778	-2.2278	0.1733	1.5637	-1.7953	-0.6623	-0.1863	4.8946	-2.0957	1.5369	-1.0758	6.6222	-2.7511	-1.7591	-3.2730
28441.4062	1.8069	3.2398	0.3292	3.2651	-1.5144	1.7456	-3.0621	-2.0284	-2.9904	-3.8189	-0.1189	6.8856	-2.0647	4.3560	-2.9831	-1.2975	1.1507	-0.7492	-2.7794	-0.1440	1.4997	-2.3285	-1.0152	-0.3703	5.1593	-2.5310	1.6670	-0.6139	7.4531	-2.9292	-1.4340	-3.7846
28445.3125	2.0515	3.0099	0.4544	2.8082	-1.0722	1.2670	-2.3324	-2.0216	-2.4730	-3.5055	0.1579	5.7296	-1.3984	3.2688	-2.3257	-1.7442	1.1427	-0.5356	-2.3153	0.0684	1.2916	-1.7870	-1.0046	-0.2165	4.2330	-1.9168	0.9817	-0.3360	5.9948	-2.4038	-1.8920	-3.1790
28449.2188	2.4649	3.5153	0.7630	2.4987	-1.0466	0.9185	-2.6772	-1.8914	-2.9337	-3.0210	0.2134	5.7845	-1.4894	3.4572	-2.4887	-1.5193	1.3649	-0.5464	-2.5734	0.2315	0.8633	-1.9419	-1.2102	-0.2321	4.7265	-2.1099	0.8232	-0.4500	5.8163	-2.4051	-1.6553	-3.2494
28453.1250	0.5865	1.4800	0.1001	1.4187	-0.6294	0.8267	-1.6606	-0.7824	-1.6014	-1.7167	-0.2644	3.4038	-0.9957	2.2889	-1.6927	-0.6281	0.4949	-0.1486	-1.1089	0.0169	0.6248	-0.9055	-0.3657	-0.3571	2.6167	-1.4175	0.7896	-0.2659	3.7824	-1.5479	-0.7125	-1.6291
28457.0312	0.2760	1.0410	0.3776	0.7386	-0.2831	0.3158	-1.1417	-0.4200	-0.9151	-0.9895	-0.0792	1.6495	-0.9596	1.1529	-1.1963	-0.2140	0.6986	0.1629	-0.5345	0.3430	0.3943	-0.4689	-0.0475	-0.1418	1.4802	-0.9839	0.1583	-0.1402	1.5285	-0.9742	0.1386	-0.9663
28460.9375	-0.2627	1.1874	-0.0271	0.6380	-0.7540	0.2823	-1.9384	-0.1889	-1.0423	-0.5741	-0.3793	2.2420	-1.3846	2.1875	-1.7805	0.9158	0.3414	-0.2061	-0.5786	-0.0903	0.1259	-0.8264	-0.1375	-0.6234	1.5333	-1.7068	0.3903	0.0933	2.5765	-1.0448	1.9943	-0.9623
28464.8438	-0.0832	-0.1526	-0.8823	-1.2281	-0.5725	-0.3741	-0.5754	0.2201	0.5555	0.8403	0.1139	-0.3288	-0.0798	1.2203	-0.0574	1.6819	-1.1814	-0.5471	-0.0041	-0.8905	-0.9358	-0.3590	-0.2289	-0.7171	-0.5047	-0.5506	0.1253	0.7809	0.9927	0.5698	2.9070	0.2456
28468.7500	-1.8857	-1.1208	-1.2019	-1.3607	-0.5396	-0.1653	-0.2494	0.5002	0.8063	0.9368	-0.8394	0.0349	-0.1458	1.7758	0.1178	1.9638	-1.4555	-0.5264	0.2553	-1.0209	-1.0286	-0.2068	0.0472	-0.6897	-0.1648	-0.3283	0.5893	0.1739	1.5396	0.6571	3.0899	0.4418
28472.6562	-2.5715	-1.2613	-1.3269	-1.6556	-0.4265	-0.4582	-0.2030	0.3061	0.8292	1.0225	-1.3783	0.4440	0.1358	2.3566	0.2684	1.9582	-1.5426	-0.4325	0.1940	-0.9602	-1.3226	-0.1046	-0.1886	-0.8367	0.1689	-0.2761	0.3378	-0.0079	2.1313	0.9156	3.4532	0.4315
28476.5625	-1.0121	-0.3901	-1.4089	-1.3561	-0.7902	-0.3674	-0.8862	0.0734	0.6069	0.7974	-0.5191	0.5233	-0.0306	2.3822	-0.2312	2.1098	-1.6283	-0.6737	-0.0762	-1.2050	-1.1104	-0.4604	-0.4175	-1.1332	-0.2006	-0.8699	0.2576	0.7849	2.5168	0.6594	3.9115	0.1438
28480.4688	-0.5956	-0.6744	-1.3503	-1.7407	-0.4270	-0.7303	0.0927	0.1536	1.1781	1.0628	-0.1074	-0.5343	0.7282	1.1639	0.6045	1.5214	-1.8246	-0.7703	0.3787	-1.2322	-1.4024	-0.0126	-0.3987	-0.8352	-1.0689	-0.0395	-0.1346	1.0266	1.1256	1.1580	2.8740	0.8107
28484.3750	0.6494	-0.0686	-0.2214	-0.8737	0.0221	-0.4023	0.0859	0.5476	0.4797	0.8253	0.6656	-1.3668	0.2250	-0.6873	0.1250	0.5294	-0.5656	-0.1484	0.6443	-0.3077	-0.5947	0.3014	0.1917	-0.2213	-1.1584	0.0009	-0.2630	0.8326	-1.1597	0.3397	0.7063	0.8672
28488.2812	0.1547	-0.5435	-0.4128	-0.6860	-0.0647	-0.0407	0.2166	0.8454	0.5008	0.9372	0.4323	-1.3268	0.1523	-0.6929	0.1670	0.7148	-0.7682	-0.2582	0.7273	-0.5110	-0.4335	0.2743	0.3958	-0.1639	-1.1902	0.0983	0.2527	0.5763	-1.0268	0.2584	0.4457	0.9695
28492.1875	-1.7774	-2.6248	-0.8631	-2.1555	0.3315	-0.1370	1.1161	1.7230	1.6427	2.2570	-0.2613	-3.6383	0.3490	-1.1888	1.1564	1.9001	-1.4306	0.3620	1.4623	-0.5057	-0.8132	0.9415	1.0622	-0.1328	-2.3438	0.8332	0.3970	0.1322	-2.7730	1.2683	1.8245	1.8863
28496.0938	-2.1185	-1.9797	-0.9372	-1.8595	-0.1578	-0.0361	-0.1216	1.7580	0.8719	2.3285	-0.6963	-2.2440	-0.3922	0.2891	0.1442	2.7587	-1.3095	0.1514	0.9915	-0.6383	-0.8866	0.3602	0.8553	-0.5653	-1.3604	-0.2016	0.7150	0.0227	-1.1388	0.7755	3.2673	1.3539
28500.0000	-1.9715	-2.1432	-0.9582	-1.8346	0.0811	-0.1347	0.3358	2.0244	1.0507	2.5388	-0.5071	-2.7437	0.0829	-0.5888	0.3682	2.3155	-1.4422	0.1149	1.5441	-0.6706	-0.9268	0.7902	1.0013	-0.4962	-2.0574	0.1353	0.5390	0.2881	-1.9333	0.8492	2.3415	2.0073
28503.9062	0.0234	-0.6399	-0.6161	-1.3379	-0.1201	-0.3076	-0.1518	1.2265	0.4973	1.7307	0.3580	-1.8019	0.1301	-0.3978	0.0223	1.5279	-1.0871	-0.2006	0.8609	-0.6333	-0.8737	0.3206	0.3906	-0.5083	-1.4595	-0.2120	0.1670	0.7971	-1.1389	0.4889	1.6605	1.2846
28507.8125	-1.6517	-1.5701	-1.1592	-1.3928	-0.4583	-0.1418	0.4963	0.9867	1.0778	1.6534	-0.5655	-0.9677	0.2357	0.6250	0.8302	2.0679	-1.6423	-0.8814	0.4130	-1.2586	-1.1141	-0.1608	0.1433	-0.2976	-0.9379	0.3828	0.8531	0.0009	0.1296	1.0337	2.3143	0.9562
28511.7188	-0.9549	-1.3771	-0.7426	-1.3582	-0.1056	-0.3615	0.4937	1.2545	0.9934	2.1472	-0.1122	-2.2003	0.3756	-0.6353	0.7880	1.9476	-1.1772	-0.3981	0.7609	-0.7693	-0.8492	0.2470	0.3047	-0.2482	-1.9034	0.4058	0.2446	0.2917	-1.6661	1.1037	2.1221	1.3787
28515.6250	-2.0213	-2.7947	-0.7039	-1.8488	0.5840	-0.3599	1.6736	1.2910	1.9551	2.1934	-0.4380	-3.9539	0.8406	-1.8009	1.7772	1.5393	-1.0839	0.5099	1.3480	-0.2267	-0.4760	1.0864	0.7964	0.0926	-2.9155	1.3705	-0.1708	-0.0672	-3.4764	1.7573	1.6876	1.8354
28519.5312	-2.1115	-2.5683	-0.6122	-1.3438	0.6211	-0.1628	1.3356	1.3655	1.6886	1.8439	-0.4670	-3.5779	0.6035	-1.8935	1.1809	1.2394	-0.8173	0.7096	1.6723	-0.0371	-0.1063	1.2804	1.0320	-0.0273	-2.9368	0.9908	-0.2271	0.1119	-3.3305	1.2579	1.3597	1.9263
28523.4375	-1.7563	-1.9873	-0.2218	-1.2735	0.6647	-0.2043	0.9000	1.0879	1.4039	1.2598	-0.2895	-3.2266	0.1031	-1.6184	0.6676	0.9291	-0.3039	1.0320	1.5531	0.3784	-0.0053	1.2341	1.1100	-0.0112	-2.2927	0.5991	-0.4699	0.1641	-3.1755	0.8344	1.4023	1.5127
28527.3438	-0.3778	-1.7275	0.3507	-1.5523	1.1501	-0.8304	1.9721	0.7354	1.9743	1.3576	0.6391	-4.7758	0.8549	-3.4329	1.7478	0.0597	0.0829	1.0864	1.6147	0.7443	-0.1148	1.5367	0.8892	0.5693	-3.3057	1.6134	-1.4012	0.4313	-5.5218	1.5082	0.3244	1.7976
28531.2500	-1.0479	-1.6635	0.5268	-1.0893	1.1431	-0.4482	1.6254	0.6281	1.3614	0.7828	0.0318	-3.5382	0.4165	-2.5984	1.2500	-0.2837	0.4555	1.3115	1.3287	1.0098	0.1411	1.4035	0.9812	0.6266	-1.9813	1.3275	-0.9793	-0.2189	-4.3684	0.9228	-0.3200	1.2633
28535.1562	0.2584	-1.2477	0.6020	-0.9650	1.0160	-0.3338	1.4641	1.0448	1.3245	1.0060	0.9805	-4.2887	0.2877	-3.5241	0.9708	-0.2248	0.3529	1.0754	1.6633	0.8055	0.2115	1.4145	1.2213	0.6245	-2.7797	1.1455	-0.8836	0.4578	-5.3149	0.6537	-0.6810	1.6624
28539.0625	-0.0477	-1.1555	0.2969	-0.8618	0.7882	-0.0992	0.9217	1.1712	0.9232	0.9136	0.6611	-3.3308	0.1049	-2.5996	0.4139	-0.0431	0.0602	0.9493	1.6280	0.5535	0.1189	1.2851	1.2165	0.2871	-2.1641	0.6335	-0.4620	0.4766	-3.9221	0.2686	-0.5562	1.5701
28542.9688	-2.0348	-2.5340	0.2638	-1.2747	1.3013	-0.4282	1.8093	1.8592	1.6345	2.0772	-0.2032	-4.8132	0.5298	-3.6534	1.1745	0.4964	0.0968	1.3501	2.4727	0.8340	0.0675	2.0218	1.6214	0.4657	-3.4625	1.3746	-0.8440	-0.0062	-5.9310	1.0517	0.0609	2.6218
28546.8750	2.2458	1.1912	1.3260	-0.1064	0.4688	-0.8245	-0.0003	0.1889	-0.0477	0.7481	1.5281	-2.4359	-0.2049	-2.5251	0.0567	-0.1005	1.3149	0.4711	0.2181	0.9750	0.1282	0.2418	0.0977	0.4947	-1.4697	0.1334	-1.3965	0.6092	-4.0685	0.2032	0.1640	0.3750
28550.7812	2.7619	1.9426	1.6755	0.3915	0.7310	-1.1515	0.1956	-0.3865	-0.3837	0.1301	1.5790	-1.5380	0.3155	-2.7259	0.0839	-1.3486	1.7592	0.4313	0.1420	1.2786	0.1470	0.4012	-0.3034	0.6278	-1.0442	0.3187	-1.9941	0.6738	-3.7568	0.0477	-1.2672	0.2657
28554.6875	1.3071	0.1512	0.8277	-0.2739	0.6541	-0.7331	1.0256	0.2317	0.5841	0.7946	1.0708	-2.5865	0.5906	-2.7677	0.9341	-0.4762	0.6762	0.2839	0.5561	0.6152	0.0157	0.5939	0.1274	0.6263	-1.8848	0.9635	-1.1626	0.3824	-3.9336	0.6908	-0.7365	0.8520
28558.5938	-0.6170	-0.5733	0.6059	-0.0704	0.6106	-0.2897	0.5217	0.7047	0.2734	0.9635	-0.0701	-1.9431	0.0177	-1.8543	0.3044	0.1723	0.7267	0.6865	0.7810	0.7476	0.2977	0.7112	0.5553	0.3636	-1.3490	0.4652	-0.6395	-0.2401	-3.0794	0.3228	0.0298	0.8643
28562.5000	-0.2722	-0.1374	1.4172	0.2025	0.9930	-0.3934	0.3212	0.5625	-0.0900	0.7246	0.0837	-2.4052	-0.3849	-2.5109	0.0054	-0.2721	1.7917	1.4511	0.7235	1.6692	0.7658	0.9142	0.7376	0.6278	-1.1799	0.3501	-1.2202	-0.4823	-4.3389	0.0484	-0.2772	0.5753
28566.4062	0.9323	0.6541	1.6548	0.5055	0.9777	-0.7200	0.2679	0.2217	-0.1547	0.6810	0.7204	-2.5546	-0.1025	-3.1156	0.0595	-0.5729	2.0504	1.2411	0.5673	1.7191	0.8439	0.8084	0.3635	0.6550	-1.7180	0.3511	-1.7954	0.0097	-4.8636	0.1580	-0.3822	0.5373
28570.3125	-2.0490	-1.3665	1.3993	0.8932	1.4934	-0.0086	1.3287	0.8509	0.2737	0.5941	-0.7809	-2.6511	0.0389	-3.5218	0.4801	-0.9937	2.0151	1.8423	1.4784	1.9762	1.4644	1.6494	1.2478	0.9889	-1.8152	1.1237	-1.1342	-1.1316	-5.2046	0.0955	-1.7694	1.1924
28574.2188	-1.7732	-1.6125	0.8552	0.2167	1.2088	0.0285	1.0591	1.2688	0.4151	1.2442	-0.5697	-3.0767	0.0831	-3.1049	0.4475	-0.1434	1.1889	1.5711	1.5343	1.3977	1.0029	1.5182	1.2597	0.6115	-2.1353	0.8731	-0.7282	-0.7298	-4.7954	0.2856	-0.8701	1.4692
28578.1250	-1.0353	-1.4478	0.8552	0.0780	1.2338	-0.0985	1.4800	1.1542	0.3632	1.3199	-0.2859	-2.9926	0.5980	-3.2916	0.9426	-0.5767	0.9457	1.1977	1.2711	1.1652	0.6643	1.3977	0.9443	0.7998	-1.9191	1.3154	-0.6217	-0.7695	-4.7176	0.4838	-1.9206	1.4670
28582.0312	-2.1939	-1.6759	1.0171	0.6607	1.3948	0.3686	1.5336	0.9196	0.0325	0.2516	-1.0509	-1.6384	0.2469	-2.6270	0.5742	-1.4602	1.3548	1.5409	1.3027	1.5282	1.0604	1.5431	1.2376	0.9911	-0.5976	1.2878	-0.2524	-1.4719	-3.5647	-0.1760	-3.1902	1.0530
28585.9375	-1.6770	-0.9132	1.0083	0.6685	1.0619	0.1280	0.6098	0.6337	-0.1995	0.3301	-0.8474	-1.3481	-0.1385	-1.9515	0.0076	-0.7397	1.4993	1.4915	0.9136	1.5158	1.0480	1.1407	0.8997	0.5842	-0.6345	0.5224	-0.6204	-1.0291	-3.0167	-0.1995	-1.3893	0.6411
28589.8438	-1.4154	-0.2955	1.0341	1.1459	0.9108	0.0900	0.2447	0.0968	-0.4116	-0.2838	-0.8317	-0.4096	-0.1947	-1.4651	-0.3261	-1.0447	1.7123	1.3811	0.6418	1.5455	1.2457	0.9337	0.5921	0.4431	-0.3105	0.1938	-0.8681	-0.8333	-2.0783	-0.4159	-1.2451	0.2182
28593.7500	-1.0465	-0.1551	1.1371	1.0963	0.9656	-0.2542	0.5696	-0.1584	-0.0783	-0.1428	-0.5640	-0.9087	0.1172	-1.9864	0.1344	-1.0602	1.8093	1.2435	0.5570	1.5644	1.2033	0.9076	0.3363	0.5722	-0.9193	0.5187	-1.3394	-0.6588	-2.8106	0.0261	-0.9471	0.2715
28597.6562	-2.7083	-1.3757	1.0108	1.3287	1.2198	-0.0668	1.5001	0.0282	0.4829	0.0855	-1.3609	-1.3674	0.4317	-2.5597	0.8973	-1.0414	1.8221	1.3599	0.8579	1.6275	1.5550	1.2224	0.5796	0.9174	-1.4917	1.3122	-1.1887	-1.3699	-3.5699	0.4835	-1.2370	0.6146
28601.5625	-1.3745	-0.4295	1.5143	1.8970	1.0838	0.0635	1.0196	-0.1659	-0.1206	-0.2314	-0.7361	-1.1024	0.0393	-2.7989	0.4673	-1.3008	2.4003	1.3098	0.3718	1.8512	1.8798	0.8332	0.4397	1.0813	-1.1049	0.9891	-1.1906	-1.3112	-3.7458	0.0270	-1.7350	0.0794
28605.4688	-2.3068	-0.3483	1.5723	2.7927	0.8948	0.6594	0.4259	0.0394	-0.8347	-0.7082	-1.3948	0.3621	-0.6264	-2.0469	-0.4206	-1.3740	2.7318	1.3180	0.3605	1.9272	2.3331	0.6712	0.7179	1.0334	-0.0880	0.4273	-0.5352	-1.8183	-2.5110	-0.8348	-2.2022	-0.2167
28609.3750	-1.6730	0.2683	1.5172	2.5167	0.5473	0.5815	-0.7868	0.4586	-1.2763	-0.0847	-1.0354	0.1478	-1.2743	-1.5577	-1.3683	-0.2430	2.6712	1.3593	0.3438	1.8339	2.1616	0.4148	0.7748	0.4921	-0.2647	-0.6223	-0.5440	-1.2390	-2.3860	-1.1232	-0.4097	-0.2005
28613.2812	0.5885	1.2536	1.6935	2.1783	0.6766	0.1800	-0.4226	-0.4995	-1.2780	-0.9104	0.0183	0.3451	-0.5164	-1.6827	-0.8479	-1.5947	2.5507	1.1788	-0.2247	1.8127	1.7749	0.2963	0.1108	0.6274	0.2095	-0.2358	-1.0640	-0.6775	-1.9369	-0.9623	-1.9552	-0.6863
28617.1875	0.5229	1.0885	1.2921	2.2327	0.2808	0.5270	-0.7917	-0.1961	-1.0967	-0.8415	0.1938	0.2718	-0.9372	-1.4247	-1.2141	-0.8701	2.1201	0.9012	-0.0539	1.3518	1.8812	0.0934	0.3605	0.3855	-0.2004	-0.6417	-0.5862	-0.3177	-1.5567	-1.1430	-1.0429	-0.5888
28621.0938	-1.6926	-0.1796	0.9552	2.3768	0.4980	1.0112	-0.7384	0.5632	-1.1607	-0.4330	-1.0286	0.3722	-1.0549	-1.1965	-1.4775	-0.5358	1.9667	1.3952	0.6324	1.4630	2.1921	0.6379	0.9888	0.2159	-0.2256	-0.7019	-0.0535	-0.9530	-1.3485	-1.3455	-1.1169	-0.0258
28625.0000	-2.7858	-1.4811	0.7885	1.3558	1.1916	0.4131	0.9762	0.4521	-0.0750	-0.0076	-1.5361	-0.8326	0.2085	-2.0028	0.1911	-1.1495	1.5474	1.6105	1.0725	1.5634	1.6128	1.3829	0.9107	0.6039	-0.8680	0.7883	-0.5918	-1.3607	-2.5716	-0.1616	-1.9403	0.6950
28628.9062	-1.2863	-0.1927	1.1073	1.4106	0.7969	0.5121	-0.2038	0.1586	-0.8029	-0.5922	-0.8258	-0.0640	-0.6784	-1.1120	-0.8188	-1.0197	1.8706	1.5869	0.4548	1.6508	1.5624	0.7786	0.7835	0.4002	0.2318	-0.1936	-0.4677	-0.9907	-1.5871	-0.8937	-1.4221	-0.1538
28632.8125	-3.8560	-2.5331	0.0821	0.0382	1.2236	0.3435	1.0754	0.6368	0.6115	0.2723	-1.9905	-1.3997	0.2871	-1.0618	0.4371	-0.4570	0.6334	1.9433	1.4018	1.2856	1.0343	1.6878	1.1552	0.1789	-0.9022	0.7661	-0.4219	-1.2373	-1.8904	0.2885	-0.6021	0.9692
28636.7188	-3.9991	-2.9278	0.0243	-0.8800	1.5886	-0.2375	1.7592	0.6780	1.2365	0.6754	-1.9277	-2.3756	0.8856	-1.5512	1.1258	-0.6160	0.3433	2.0762	1.8359	1.3402	0.4369	2.1644	1.1481	0.2270	-1.4596	1.3282	-0.9742	-1.0217	-2.8288	0.9159	-0.5507	1.5602
28640.6250	-1.5853	-1.7026	0.8379	-0.4635	1.4676	-0.1843	1.4283	0.7708	0.8499	0.5341	-0.3991	-3.2138	0.2813	-2.8594	0.7432	-0.8514	1.0493	1.9254	1.6181	1.5865	0.7171	1.8078	1.2830	0.6381	-1.7499	1.1223	-1.0748	-0.5354	-4.5253	0.4114	-1.2480	1.3207
28644.5312	-2.3524	-2.1255	-0.2014	-0.5311	0.7774	0.1567	1.3617	0.4637	0.9863	0.3643	-1.0429	-1.5643	0.5309	-0.9555	1.0118	-0.2210	-0.1317	0.9562	0.9443	0.4561	0.3034	1.0844	0.7416	0.2924	-0.9234	1.0742	-0.0737	-0.7489	-1.5747	0.6524	-0.5517	0.8403
28648.4375	-3.0653	-2.9845	-0.1813	-0.5232	1.2354	0.3152	1.8593	0.8832	1.1934	0.7251	-1.3551	-2.5618	0.8454	-1.8909	1.2879	-0.4407	-0.0424	1.5611	1.5262	0.8034	0.6842	1.7392	1.1689	0.3863	-1.6946	1.4633	-0.1761	-0.9726	-2.7779	0.8006	-1.2250	1.4136
28652.3438	-3.9178	-3.7482	-0.2842	-0.2078	1.3912	0.9239	1.8941	1.0091	1.3464	0.2809	-1.7028	-2.8405	0.5201	-2.0179	1.0667	-0.5637	0.0837	2.2143	1.8568	1.0887	1.4281	2.0846	1.7347	0.3749	-1.8812	1.3906	0.1012	-1.2053	-2.8538	0.5043	-1.4467	1.3757
28656.2500	-1.8629	-2.7382	-0.0678	-0.2925	1.0899	0.8379	1.4261	0.8131	1.1563	0.1884	-0.5230	-3.1893	0.2614	-2.2388	0.8407	-0.4419	0.1213	1.9156	1.4060	0.9335	1.3254	1.6086	1.5009	0.3630	-1.9749	1.0543	0.0269	-0.5614	-3.1176	0.3599	-1.2201	0.9991
28660.1562	0.3234	-0.9453	0.6071	0.1269	0.9788	0.3710	0.9726	0.4266	0.4813	-0.1362	0.5528	-2.6073	0.2216	-2.6550	0.4062	-1.1528	0.7097	1.4389	1.0351	1.0659	1.0808	1.2355	1.0158	0.5085	-1.5778	0.7481	-0.5142	0.0193	-3.3521	-0.0595	-2.0460	0.7205
28664.0625	-3.7502	-3.8786	-0.2630	-0.7815	1.5893	0.3932	2.8118	1.2319	1.6962	0.8346	-1.5371	-3.2496	1.2560	-2.6671	1.9129	-0.9064	-0.2893	1.6566	2.1245	0.7939	0.5937	2.2604	1.5626	0.6980	-2.0822	2.2179	-0.0146	-1.2108	-3.6465	1.0128	-2.4098	2.0406
28667.9688	-2.4196	-3.1799	0.1463	-0.9415	1.7092	-0.1832	3.1177	0.9034	1.8880	0.9452	-0.7365	-3.9499	1.6000	-3.5588	2.3559	-1.2339	-0.0021	1.4608	1.9771	0.9305	0.3604	2.2040	1.2099	0.9439	-2.6263	2.5616	-0.7354	-0.8012	-4.8691	1.3861	-2.5463	2.0837
28671.8750	-3.6665	-3.3824	-0.6045	-0.8020	0.8540	0.6055	1.5190	1.2700	1.3275	0.9650	-1.5478	-2.4526	0.3490	-1.1576	1.0179	0.4943	-0.5481	1.3056	1.5696	0.3446	0.5016	1.4750	1.4100	0.1712	-1.5698	1.1164	0.4793	-0.9777	-2.0950	0.7080	-0.1097	1.4301
